,loss_list,val_acc_list,train_acc_list,layer chunk 0,layer chunk 1,layer chunk 2,layer chunk 3,layer chunk 4,layer chunk 5
0,352.20415580272675,34.88,53.75,0.4076895745086521,0.4737831855236322,0.46994629061489546,0.35694419872459127,0.49683687436090423,0.4915111511273403
1,259.26393961906433,54.4,61.25,0.43252330809939943,0.5012409397615744,0.5173175069019413,0.585635271888812,0.5210969430024666,0.5458306125134614
2,194.26907056570053,66.01,66.25,0.48199628817080653,0.5302598370989419,0.6224807118197109,0.5546946625325513,0.5913582214733586,0.5130407946658505
3,159.969075858593,70.57,77.5,0.3940962670746158,0.5194112727346532,0.46667141974705406,0.437399852278211,0.5870834206663185,0.48308969835606835
4,135.139686524868,73.63,81.25,0.3231751832033595,0.3858610916111608,0.40288292976088413,0.5238021068168526,0.5741000754185528,0.6467713961685925
5,116.40308937430382,75.74,77.5,0.41176024698458186,0.37697719932234336,0.49709225864900447,0.547247724478508,0.5156661049298301,0.554691507664531
6,100.27921918034554,76.76,91.25,0.3186099754131863,0.41862192869932585,0.4000308405288089,0.46712201859180175,0.623856846045079,0.6786099712690485
7,89.60249090194702,77.63,83.75,0.48214437081491157,0.5572481957906652,0.49274886988695193,0.4220525624798216,0.5257041146832213,0.6223486841062089
8,78.2265700250864,78.06,92.5,0.36686991932173346,0.3639891454451076,0.4165595104471095,0.4101658593554417,0.5422122543278427,0.6528745063223794
9,69.7002663910389,80.7,92.5,0.3972663895708097,0.4931034848791816,0.5041325020736722,0.5257911339793488,0.5076729090021932,0.6419051236854699
10,60.10664401948452,81.86,93.75,0.4244688211520189,0.344717570233053,0.48881347760071586,0.4755285149172513,0.5326636652036324,0.5774830912224804
11,53.76296712458134,81.86,96.25,0.40719860307762473,0.4945694563517565,0.4352203049941178,0.4842015725162921,0.5115547488092859,0.6607785482754444
12,47.93886502087116,82.82,95.0,0.48284135269931616,0.43555883219741703,0.5308655315049826,0.5423791012465908,0.5063912047777741,0.67007044074489
13,41.76319558918476,82.37,93.75,0.4639199137517152,0.4385914674598615,0.44286803841957595,0.43725569026381617,0.6993674174803317,0.6398865683240613
14,36.88259971886873,82.02,96.25,0.5013452256912297,0.4648508837457599,0.4035519705390477,0.46298960003517986,0.5493248670877725,0.7630238307987941
15,33.279116585850716,82.07,90.0,0.5300740547447385,0.48494022107960477,0.4445207266959062,0.583894444774736,0.5619046536265868,0.677304598091514
16,29.349543675780296,82.52,96.25,0.38583161979997355,0.4415857083954065,0.45965541549576255,0.5455080463889316,0.4315027526694446,0.6337185950606109
17,25.61462027579546,84.05,96.25,0.37379512776906754,0.5015977182410559,0.6935042096946229,0.45754010480709467,0.5757000616412332,0.7183430828604376
