,loss_list,val_acc_list,train_acc_list,6 wavelets,12 wavelets,19 wavelets,25 wavelets,32 wavelets,layer chunk 0,layer chunk 1,layer chunk 2,layer chunk 3,layer chunk 4,layer chunk 5
0,347.64890491962433,36.53,46.25,34.12,38.21,37.66,34.03,35.4,0.46528908362720645,0.4743627233099375,0.43101939134313777,0.5223616063845067,0.5193227242561774,0.44576738439319097
1,260.59071147441864,53.95,67.5,36.22,44.96,51.64,51.74,48.91,0.3027215794136171,0.4437290713421783,0.44747125164851725,0.4400799505727084,0.5154945724097708,0.47742286116067334
2,198.86965918540955,66.72,75.0,37.44,55.71,59.38,62.28,60.24,0.3349486717897758,0.40794254109691386,0.5571964166524638,0.42386271725908514,0.4819645349174112,0.5010278464945479
3,156.89178866147995,67.54,75.0,36.93,56.26,67.65,67.09,66.53,0.36520949717414086,0.5886854792932178,0.43351274621805386,0.5471461343902093,0.6517319750811315,0.5723880682519382
4,132.74436742067337,73.04,76.25,37.74,51.76,73.75,69.94,70.57,0.43562877378672726,0.43814290823153473,0.4601766685027941,0.48680912730152454,0.5529347279715336,0.45128770743772256
5,113.81840124726295,73.01,87.5,38.01,52.04,72.82,72.47,69.12,0.4443999923534921,0.506341784260671,0.7131573605174323,0.3354600117258939,0.5622159564702819,0.6477565215529335
6,99.17173531651497,76.11,88.75,38.92,52.02,75.45,74.9,74.63,0.3700348019965112,0.42182278140061696,0.5434350021543529,0.40202739886623723,0.5368318806893193,0.5854207640391829
7,87.97772094607353,79.02,86.25,39.12,53.24,78.1,78.55,76.11,0.42719555454220853,0.5704952967473368,0.49667252031893666,0.4235516466124986,0.5413699724764925,0.6147672492272064
8,78.21106284856796,80.85,88.75,39.42,53.86,78.52,78.97,79.0,0.3934575961096319,0.5858717069651566,0.48082823935780467,0.38123089691161255,0.6359684160836566,0.7224528469535554
9,68.65450641512871,81.32,87.5,39.27,54.19,79.58,78.88,78.9,0.44516826748691074,0.5425911566612728,0.5109734532904942,0.5282754063100864,0.6181706255891768,0.595067097315529
10,59.3009632229805,81.99,91.25,39.27,54.65,80.41,79.79,79.3,0.4239094492781242,0.6371661522594657,0.5078311280044462,0.524570212921842,0.4222751116995427,0.720384024733415
11,52.3863450884819,79.57,92.5,38.57,52.74,78.2,77.72,76.26,0.3974641833159126,0.4592032048347286,0.5409082937171666,0.4801567791102092,0.5007225970777464,0.5537412731616087
12,45.83883376419544,82.47,97.5,39.19,54.87,80.75,77.62,78.27,0.39208306155593353,0.5448375972804922,0.5504551380163656,0.3584368591733647,0.5455303349209163,0.6078089493828228
13,40.92244924604893,82.86,93.75,39.5,54.64,80.75,80.77,80.94,0.43417016160393435,0.5587588873960696,0.5321938968759777,0.461524432878159,0.5041470939345014,0.5584903177879624
14,36.50126897543669,82.43,90.0,39.43,54.63,79.68,39.83,79.95,0.4181513594807603,0.427481638606619,0.3789558968511756,0.4065377944606086,0.5532910817391122,0.5700246610658609
